severity,confidence,vuln_type,vuln_type_encoded,scanner,exploitability,asset_value,exposure,risk_score,is_false_positive,is_test_file
2,1,hardcoded_secret,47,CodeScanner,3.7,4.51,4.2,6,1,0
2,2,security_misconfiguration,62,InfrastructureScanner,2.36,6.67,7.2,7,0,0
4,2,xxe,2,CodeScanner,5.53,4.2,4.72,9,0,0
2,2,ssrf,42,CodeScanner,2.64,5.19,4.53,7,0,0
2,1,weak_crypto,21,CodeScanner,6.21,5.77,7.75,8,1,0
2,2,weak_crypto,21,CodeScanner,2.07,6.34,6.26,7,0,0
2,1,path_traversal,63,CodeScanner,3.16,4.18,6.78,7,1,0
2,2,broken_access_control,83,CodeScanner,2.52,8.41,4.37,7,0,0
4,2,path_traversal,63,CodeScanner,7.09,4.95,6.51,9,0,0
1,2,insecure_deserialization,14,CodeScanner,0.78,5.67,6.35,5,0,0
4,2,vulnerable_dependency,71,DependencyScanner,7.88,7.44,5.04,9,0,0
3,2,broken_access_control,83,CodeScanner,2.44,6.66,7.26,9,0,1
3,3,path_traversal,63,CodeScanner,5.9,7.41,7.44,9,0,0
1,1,security_misconfiguration,62,InfrastructureScanner,1.94,8.41,6.25,5,1,0
1,2,weak_crypto,21,CodeScanner,4.05,5.73,4.83,5,0,0
3,3,command_injection,24,CodeScanner,4.26,6.39,5.29,9,0,0
1,2,xss,48,CodeScanner,2.72,7.95,7.24,6,0,0
1,3,path_traversal,63,CodeScanner,1.9,4.69,4.97,5,0,0
1,1,vulnerable_dependency,71,DependencyScanner,2.85,7.44,7.84,5,0,0
1,2,broken_access_control,83,CodeScanner,0.6,6.58,7.84,5,1,0
3,3,xxe,2,CodeScanner,6.59,5.38,7.31,9,0,0
2,2,csrf,96,CodeScanner,3.89,4.98,4.28,7,0,0
3,2,xxe,2,CodeScanner,3.85,7.03,6.18,9,0,0
2,1,insecure_api,23,CodeScanner,3.72,4.19,5.59,7,0,0
2,2,broken_access_control,83,CodeScanner,5.0,5.26,5.83,8,0,0
2,3,weak_crypto,21,CodeScanner,5.69,5.71,5.91,8,0,0
1,3,vulnerable_dependency,71,DependencyScanner,3.52,6.29,5.36,6,0,0
2,3,vulnerable_dependency,71,DependencyScanner,3.44,5.7,7.25,8,0,0
1,2,missing_authentication,40,CodeScanner,2.79,4.03,7.11,5,0,0
3,3,missing_authentication,40,CodeScanner,7.37,4.8,6.14,9,0,0
3,3,security_misconfiguration,62,InfrastructureScanner,7.65,6.2,6.56,9,0,0
3,3,xss,48,CodeScanner,3.83,5.02,6.84,9,0,0
3,3,xxe,2,CodeScanner,7.87,4.57,7.29,9,0,0
2,3,xss,48,CodeScanner,5.79,9.51,6.01,9,0,1
3,2,xxe,2,CodeScanner,3.41,9.07,4.67,9,0,0
2,2,insecure_deserialization,14,CodeScanner,2.02,7.56,7.8,7,0,0
3,2,vulnerable_dependency,71,DependencyScanner,3.67,7.29,5.33,9,0,0
2,3,csrf,96,CodeScanner,5.1,6.48,6.79,9,0,0
3,3,path_traversal,63,CodeScanner,7.46,4.4,4.79,9,0,0
2,2,insecure_api,23,CodeScanner,3.09,4.54,4.44,7,0,0
2,1,xxe,2,CodeScanner,4.42,7.61,6.18,7,0,0
1,1,missing_authentication,40,CodeScanner,4.14,9.9,4.82,5,0,0
3,2,xxe,2,CodeScanner,6.32,9.67,4.46,9,0,1
2,3,missing_authentication,40,CodeScanner,5.99,6.76,5.7,9,0,0
1,1,command_injection,24,CodeScanner,1.49,6.18,7.19,4,0,0
1,2,hardcoded_secret,47,CodeScanner,2.95,8.21,6.7,6,0,0
2,2,insecure_api,23,CodeScanner,5.22,4.08,5.52,8,0,1
1,2,security_misconfiguration,62,InfrastructureScanner,2.22,6.76,7.34,5,0,1
4,2,hardcoded_secret,47,CodeScanner,9.18,6.57,7.75,9,0,0
2,2,hardcoded_secret,47,CodeScanner,2.43,9.53,6.46,8,1,0
3,3,xss,48,CodeScanner,8.15,4.5,6.83,9,0,0
3,3,path_traversal,63,CodeScanner,5.59,4.92,5.06,9,0,0
3,2,xxe,2,CodeScanner,7.23,5.8,4.67,9,0,0
2,1,hardcoded_secret,47,CodeScanner,4.22,4.07,5.0,7,1,0
2,1,insecure_api,23,CodeScanner,3.0,8.67,5.39,7,0,0
3,3,xxe,2,CodeScanner,5.37,7.15,6.49,9,0,1
1,2,missing_authentication,40,CodeScanner,3.98,7.32,7.35,6,1,0
1,2,csrf,96,CodeScanner,5.0,6.16,6.19,6,0,0
2,1,ssrf,42,CodeScanner,8.37,4.32,5.47,8,0,1
1,2,vulnerable_dependency,71,DependencyScanner,0.47,7.06,5.87,5,0,0
4,3,sql_injection,11,CodeScanner,5.65,8.55,4.41,9,0,0
1,2,insecure_api,23,CodeScanner,1.48,4.38,6.33,5,0,0
2,1,weak_crypto,21,CodeScanner,1.92,6.01,5.61,6,0,0
1,2,hardcoded_secret,47,CodeScanner,5.16,4.44,7.94,6,1,0
1,2,csrf,96,CodeScanner,2.06,6.66,4.35,5,0,0
2,1,insecure_deserialization,14,CodeScanner,7.97,5.89,4.86,8,0,0
3,3,xss,48,CodeScanner,5.51,6.95,6.57,9,0,0
3,3,insecure_api,23,CodeScanner,6.37,4.82,6.37,9,0,0
2,2,command_injection,24,CodeScanner,4.41,5.2,4.23,7,0,0
4,3,xxe,2,CodeScanner,9.5,9.39,6.03,9,0,0
2,3,vulnerable_dependency,71,DependencyScanner,3.29,6.37,6.43,8,0,0
2,3,insecure_deserialization,14,CodeScanner,4.63,9.47,5.25,9,0,0
1,2,weak_crypto,21,CodeScanner,2.4,4.68,4.66,5,0,0
4,3,weak_crypto,21,CodeScanner,7.23,6.12,6.09,9,0,1
3,2,csrf,96,CodeScanner,7.38,9.35,4.04,9,0,0
1,3,path_traversal,63,CodeScanner,4.78,6.84,4.23,6,0,0
3,3,insecure_deserialization,14,CodeScanner,7.68,7.0,4.22,9,0,0
2,2,xss,48,CodeScanner,6.81,6.38,6.5,8,0,0
3,3,insecure_deserialization,14,CodeScanner,5.33,6.2,7.98,9,0,0
1,1,sql_injection,11,CodeScanner,2.65,9.0,4.53,5,0,0
3,3,xxe,2,CodeScanner,7.7,5.03,7.24,9,0,0
3,2,sql_injection,11,CodeScanner,5.9,9.12,6.62,9,0,0
2,3,missing_authentication,40,CodeScanner,3.33,4.73,7.87,8,0,0
2,3,insecure_api,23,CodeScanner,5.67,7.36,4.92,9,0,1
3,3,broken_access_control,83,CodeScanner,2.85,5.23,5.78,9,0,0
2,1,hardcoded_secret,47,CodeScanner,2.61,6.96,5.11,7,0,0
1,2,insecure_deserialization,14,CodeScanner,2.26,8.04,6.48,5,1,0
2,2,xxe,2,CodeScanner,4.21,9.6,7.49,8,0,0
4,3,weak_crypto,21,CodeScanner,9.45,5.08,6.75,9,0,0
1,3,broken_access_control,83,CodeScanner,2.14,9.59,7.26,6,0,0
1,2,xxe,2,CodeScanner,2.78,5.7,5.1,5,0,0
2,1,vulnerable_dependency,71,DependencyScanner,6.02,6.35,5.89,8,1,0
3,2,hardcoded_secret,47,CodeScanner,4.37,4.32,7.1,9,0,0
2,1,broken_access_control,83,CodeScanner,6.29,9.47,4.34,8,0,0
3,3,security_misconfiguration,62,InfrastructureScanner,7.35,8.0,6.8,9,0,0
1,2,xxe,2,CodeScanner,2.57,6.5,6.84,5,0,1
1,1,path_traversal,63,CodeScanner,2.8,6.99,4.3,5,0,0
1,1,insecure_deserialization,14,CodeScanner,2.44,6.95,7.65,5,1,0
4,2,xss,48,CodeScanner,7.83,6.84,5.1,9,0,0
1,2,ssrf,42,CodeScanner,0.33,4.8,5.26,4,0,1
4,2,sql_injection,11,CodeScanner,6.8,5.72,4.55,9,0,0
2,1,sql_injection,11,CodeScanner,4.17,5.03,6.19,7,0,1
2,3,path_traversal,63,CodeScanner,5.4,8.58,4.44,9,0,0
3,3,broken_access_control,83,CodeScanner,4.83,4.62,5.41,9,0,1
1,2,broken_access_control,83,CodeScanner,3.53,4.97,7.11,5,0,1
4,3,command_injection,24,CodeScanner,5.68,4.1,6.32,9,0,0
3,3,vulnerable_dependency,71,DependencyScanner,6.73,7.93,5.67,9,0,0
3,2,xss,48,CodeScanner,4.63,5.22,7.94,9,0,0
4,3,security_misconfiguration,62,InfrastructureScanner,5.92,8.84,6.62,9,0,0
2,3,hardcoded_secret,47,CodeScanner,1.6,7.43,4.42,7,0,0
4,3,xss,48,CodeScanner,5.15,6.05,6.51,9,1,0
2,2,weak_crypto,21,CodeScanner,5.42,8.4,6.74,8,1,0
1,1,xss,48,CodeScanner,2.74,5.31,5.24,4,0,0
1,3,security_misconfiguration,62,InfrastructureScanner,5.3,6.81,6.01,7,0,0
2,1,insecure_deserialization,14,CodeScanner,7.88,8.96,5.62,9,1,0
2,3,path_traversal,63,CodeScanner,7.43,5.89,7.95,9,0,0
3,2,sql_injection,11,CodeScanner,7.49,6.94,6.52,9,1,0
4,2,insecure_api,23,CodeScanner,7.21,5.45,4.25,9,0,0
3,3,ssrf,42,CodeScanner,6.49,6.45,5.73,9,0,0
1,3,security_misconfiguration,62,InfrastructureScanner,3.35,6.09,7.93,6,0,0
2,2,vulnerable_dependency,71,DependencyScanner,2.29,7.59,6.22,7,1,0
1,2,xxe,2,CodeScanner,7.73,4.44,7.51,7,0,0
2,2,xxe,2,CodeScanner,6.96,9.6,6.68,9,0,0
4,3,command_injection,24,CodeScanner,4.66,9.61,7.62,9,0,1
2,1,broken_access_control,83,CodeScanner,1.98,5.6,6.53,6,1,0
4,3,xxe,2,CodeScanner,6.18,6.56,7.73,9,0,0
4,3,xss,48,CodeScanner,4.34,4.52,6.59,9,0,0
1,1,weak_crypto,21,CodeScanner,1.53,4.66,6.13,4,0,0
3,2,path_traversal,63,CodeScanner,4.41,5.02,5.35,9,0,1
2,3,xss,48,CodeScanner,4.97,6.7,6.49,8,0,1
1,2,vulnerable_dependency,71,DependencyScanner,1.48,5.26,7.81,5,0,0
2,3,missing_authentication,40,CodeScanner,6.47,8.2,7.93,9,0,0
4,3,broken_access_control,83,CodeScanner,6.78,5.38,6.0,9,0,1
1,2,command_injection,24,CodeScanner,4.78,8.82,4.34,6,0,0
2,2,command_injection,24,CodeScanner,4.34,6.26,4.53,7,0,0
3,2,command_injection,24,CodeScanner,5.67,7.05,6.46,9,0,0
3,3,ssrf,42,CodeScanner,7.96,5.78,4.51,9,0,0
2,3,command_injection,24,CodeScanner,2.87,5.08,6.12,8,0,0
2,2,missing_authentication,40,CodeScanner,4.25,5.72,4.95,7,0,0
2,3,hardcoded_secret,47,CodeScanner,3.42,4.63,6.76,8,0,0
3,3,csrf,96,CodeScanner,5.11,6.28,4.82,9,1,0
2,2,xss,48,CodeScanner,4.31,6.45,6.73,8,0,0
3,3,ssrf,42,CodeScanner,5.86,9.83,7.91,9,0,0
4,3,command_injection,24,CodeScanner,3.71,4.61,4.44,9,0,0
1,2,sql_injection,11,CodeScanner,1.81,5.62,4.31,5,1,1
2,1,hardcoded_secret,47,CodeScanner,3.07,4.35,7.03,7,1,1
2,3,security_misconfiguration,62,InfrastructureScanner,3.33,6.56,6.1,8,0,0
2,2,xss,48,CodeScanner,4.59,8.7,6.6,8,0,0
4,3,sql_injection,11,CodeScanner,7.85,7.96,6.37,9,0,0
3,2,insecure_api,23,CodeScanner,6.08,10.0,4.01,9,1,0
1,2,command_injection,24,CodeScanner,3.37,4.27,7.79,5,0,0
1,2,command_injection,24,CodeScanner,2.54,7.8,6.08,5,1,0
1,3,weak_crypto,21,CodeScanner,2.99,9.96,7.12,6,0,0
4,3,insecure_api,23,CodeScanner,7.75,5.17,6.66,9,0,0
2,3,xss,48,CodeScanner,2.15,8.39,4.7,8,1,0
3,2,ssrf,42,CodeScanner,5.26,5.56,4.76,9,0,0
1,1,insecure_api,23,CodeScanner,5.94,8.65,6.36,6,1,0
2,3,insecure_api,23,CodeScanner,5.82,5.33,4.57,8,0,1
2,1,security_misconfiguration,62,InfrastructureScanner,5.13,8.64,7.05,8,0,1
4,3,csrf,96,CodeScanner,7.67,4.04,5.45,9,0,0
2,2,sql_injection,11,CodeScanner,4.02,5.94,4.12,7,0,0
4,3,sql_injection,11,CodeScanner,9.14,4.71,7.92,9,0,0
3,3,weak_crypto,21,CodeScanner,5.94,8.94,6.6,9,0,0
3,3,xxe,2,CodeScanner,6.54,8.71,7.68,9,0,0
1,2,broken_access_control,83,CodeScanner,3.8,4.77,7.2,5,0,0
1,2,sql_injection,11,CodeScanner,3.61,9.22,7.31,6,0,0
3,3,weak_crypto,21,CodeScanner,6.3,4.8,7.33,9,0,0
1,2,hardcoded_secret,47,CodeScanner,0.35,6.65,4.81,4,1,0
2,1,xss,48,CodeScanner,2.37,7.57,4.5,7,0,0
2,3,broken_access_control,83,CodeScanner,5.45,4.31,6.92,8,0,0
2,3,csrf,96,CodeScanner,6.13,7.38,6.12,9,1,0
2,1,vulnerable_dependency,71,DependencyScanner,1.23,5.15,5.28,6,1,1
3,3,missing_authentication,40,CodeScanner,5.27,6.85,5.07,9,0,0
3,2,insecure_api,23,CodeScanner,7.77,6.26,6.49,9,0,0
2,2,missing_authentication,40,CodeScanner,6.22,6.14,6.42,8,0,0
3,3,sql_injection,11,CodeScanner,4.24,5.82,7.93,9,1,0
1,3,xss,48,CodeScanner,2.03,5.53,4.93,5,0,0
2,3,ssrf,42,CodeScanner,1.62,6.19,6.94,7,0,1
2,3,weak_crypto,21,CodeScanner,4.3,5.82,4.75,8,0,0
2,3,insecure_api,23,CodeScanner,4.24,4.95,5.93,8,0,0
2,2,broken_access_control,83,CodeScanner,3.33,6.09,6.24,7,0,0
2,2,xxe,2,CodeScanner,6.36,8.13,7.7,9,0,0
2,1,command_injection,24,CodeScanner,1.5,9.37,5.82,7,1,0
2,2,ssrf,42,CodeScanner,4.4,4.64,6.08,7,0,0
2,3,insecure_api,23,CodeScanner,5.81,7.31,6.91,9,0,0
3,3,security_misconfiguration,62,InfrastructureScanner,7.44,8.92,6.86,9,0,1
2,2,command_injection,24,CodeScanner,6.01,6.72,6.35,8,0,1
3,3,insecure_deserialization,14,CodeScanner,4.63,4.57,7.57,9,0,0
3,2,command_injection,24,CodeScanner,7.59,7.89,6.29,9,0,0
1,2,hardcoded_secret,47,CodeScanner,5.15,4.12,7.32,6,0,0
3,3,path_traversal,63,CodeScanner,7.38,6.08,4.06,9,0,0
3,3,vulnerable_dependency,71,DependencyScanner,3.56,6.45,7.16,9,0,0
3,3,security_misconfiguration,62,InfrastructureScanner,3.07,8.45,8.79,9,0,0
3,3,missing_authentication,40,CodeScanner,4.12,9.12,4.97,9,0,0
4,3,xss,48,CodeScanner,9.61,9.88,7.23,9,0,0
2,1,broken_access_control,83,CodeScanner,4.72,4.43,7.06,7,0,0
2,3,xxe,2,CodeScanner,3.18,8.67,5.22,8,1,1
3,2,broken_access_control,83,CodeScanner,4.5,4.19,7.89,9,0,0
3,3,hardcoded_secret,47,CodeScanner,5.28,8.29,5.15,9,0,0
2,1,command_injection,24,CodeScanner,8.68,6.34,7.76,9,0,0
1,2,xxe,2,CodeScanner,0.98,4.94,4.39,4,1,0
2,2,vulnerable_dependency,71,DependencyScanner,5.92,7.47,6.69,8,1,0
4,3,ssrf,42,CodeScanner,6.29,6.13,5.93,9,0,0
2,2,csrf,96,CodeScanner,5.24,9.56,5.55,8,0,0
3,3,weak_crypto,21,CodeScanner,3.71,7.36,4.34,9,0,0
3,3,security_misconfiguration,62,InfrastructureScanner,7.34,8.07,7.81,9,0,1
1,2,csrf,96,CodeScanner,1.26,7.6,6.86,5,0,0
1,2,broken_access_control,83,CodeScanner,3.73,4.58,4.76,5,0,0
4,2,broken_access_control,83,CodeScanner,8.08,9.53,5.93,9,0,0
1,2,path_traversal,63,CodeScanner,4.13,5.27,4.92,5,1,0
1,3,ssrf,42,CodeScanner,1.33,4.21,4.23,5,0,0
3,3,csrf,96,CodeScanner,4.98,7.63,6.26,9,1,0
3,2,broken_access_control,83,CodeScanner,6.01,7.16,5.78,9,0,1
2,2,command_injection,24,CodeScanner,4.33,6.29,4.55,7,0,0
3,3,command_injection,24,CodeScanner,7.09,4.88,5.5,9,0,0
1,2,csrf,96,CodeScanner,1.89,5.41,4.8,5,1,0
1,2,missing_authentication,40,CodeScanner,3.11,5.53,6.88,5,0,0
3,3,broken_access_control,83,CodeScanner,4.18,7.72,4.33,9,0,0
2,3,broken_access_control,83,CodeScanner,2.68,6.07,5.55,8,0,0
3,2,xxe,2,CodeScanner,7.48,6.6,4.97,9,0,1
3,3,hardcoded_secret,47,CodeScanner,7.28,9.2,6.47,9,1,1
3,3,broken_access_control,83,CodeScanner,1.74,5.61,6.65,9,0,0
3,3,broken_access_control,83,CodeScanner,8.15,6.63,6.11,9,0,0
2,3,insecure_deserialization,14,CodeScanner,8.66,7.85,5.75,9,0,0
4,3,ssrf,42,CodeScanner,7.63,4.22,6.01,9,0,0
2,3,sql_injection,11,CodeScanner,6.74,4.06,6.62,9,0,0
1,2,broken_access_control,83,CodeScanner,1.27,6.52,6.62,5,0,0
3,3,insecure_api,23,CodeScanner,2.8,9.64,5.66,9,0,0
2,1,command_injection,24,CodeScanner,2.22,4.34,7.09,6,0,0
2,2,xss,48,CodeScanner,4.38,8.38,6.69,8,0,0
1,1,security_misconfiguration,62,InfrastructureScanner,2.59,6.14,7.87,5,0,0
2,2,csrf,96,CodeScanner,3.42,9.47,6.07,8,0,0
2,1,weak_crypto,21,CodeScanner,2.98,4.4,7.02,7,0,0
1,2,vulnerable_dependency,71,DependencyScanner,1.89,7.31,5.63,5,0,0
4,3,insecure_api,23,CodeScanner,7.83,7.76,7.66,9,0,1
3,3,sql_injection,11,CodeScanner,4.05,5.11,4.54,9,0,0
3,3,broken_access_control,83,CodeScanner,7.79,6.62,4.29,9,0,0
2,3,vulnerable_dependency,71,DependencyScanner,4.61,7.58,5.33,8,0,0
2,1,sql_injection,11,CodeScanner,1.01,5.99,5.74,6,0,0
2,2,xxe,2,CodeScanner,8.78,6.5,7.72,9,0,0
4,2,sql_injection,11,CodeScanner,4.3,4.0,7.22,9,1,1
2,2,command_injection,24,CodeScanner,3.46,5.58,7.3,7,0,0
1,3,sql_injection,11,CodeScanner,4.31,8.46,5.46,6,0,0
3,3,insecure_api,23,CodeScanner,5.94,5.21,4.61,9,0,0
3,2,vulnerable_dependency,71,DependencyScanner,5.35,7.85,5.74,9,0,0
3,3,path_traversal,63,CodeScanner,7.26,5.66,4.75,9,0,1
3,2,weak_crypto,21,CodeScanner,6.0,6.08,5.96,9,0,0
2,2,broken_access_control,83,CodeScanner,4.63,9.95,4.3,8,1,0
3,3,security_misconfiguration,62,InfrastructureScanner,4.29,7.44,7.12,9,0,0
4,3,path_traversal,63,CodeScanner,5.89,7.49,5.45,9,0,0
2,1,xss,48,CodeScanner,5.84,4.86,5.7,7,1,0
2,2,csrf,96,CodeScanner,4.57,4.9,6.5,8,0,0
3,2,csrf,96,CodeScanner,7.93,9.48,5.94,9,0,0
3,2,path_traversal,63,CodeScanner,2.09,8.66,6.11,9,1,0
2,2,security_misconfiguration,62,InfrastructureScanner,2.29,8.69,6.63,7,0,0
1,3,path_traversal,63,CodeScanner,5.38,6.28,4.67,6,0,0
2,2,security_misconfiguration,62,InfrastructureScanner,6.63,7.44,7.1,9,0,0
3,3,sql_injection,11,CodeScanner,7.71,9.61,6.05,9,0,0
4,3,security_misconfiguration,62,InfrastructureScanner,8.6,6.75,8.63,9,0,0
1,1,path_traversal,63,CodeScanner,2.28,7.22,7.4,5,0,0
2,3,hardcoded_secret,47,CodeScanner,1.96,9.65,6.25,8,0,0
4,2,path_traversal,63,CodeScanner,8.59,4.17,5.48,9,0,0
1,3,missing_authentication,40,CodeScanner,3.19,8.15,7.34,6,0,1
1,2,weak_crypto,21,CodeScanner,3.12,6.97,4.67,5,0,1
1,2,insecure_deserialization,14,CodeScanner,1.99,4.77,6.7,5,0,0
1,1,security_misconfiguration,62,InfrastructureScanner,7.82,7.03,8.5,7,0,0
3,3,command_injection,24,CodeScanner,4.0,6.12,6.69,9,1,0
2,2,broken_access_control,83,CodeScanner,1.88,6.83,4.19,7,0,0
1,2,sql_injection,11,CodeScanner,2.78,4.96,6.68,5,0,0
1,2,insecure_deserialization,14,CodeScanner,4.06,9.78,7.85,6,0,0
3,3,insecure_api,23,CodeScanner,4.63,6.25,5.95,9,0,0
1,3,xss,48,CodeScanner,2.3,8.07,4.85,6,0,0
3,3,insecure_deserialization,14,CodeScanner,4.81,5.43,6.57,9,0,1
3,3,weak_crypto,21,CodeScanner,7.12,7.97,7.9,9,0,0
2,3,security_misconfiguration,62,InfrastructureScanner,3.34,6.28,8.3,8,0,0
2,2,insecure_deserialization,14,CodeScanner,6.48,6.69,5.06,8,1,0
2,2,csrf,96,CodeScanner,4.47,6.52,4.13,7,0,0
2,1,insecure_deserialization,14,CodeScanner,4.55,8.22,4.71,7,1,1
4,2,command_injection,24,CodeScanner,7.63,7.0,7.24,9,0,1
2,3,weak_crypto,21,CodeScanner,4.65,6.97,5.51,8,1,0
3,3,path_traversal,63,CodeScanner,5.73,9.25,5.05,9,0,0
4,2,hardcoded_secret,47,CodeScanner,7.66,5.94,5.35,9,0,0
3,3,path_traversal,63,CodeScanner,4.75,5.37,4.12,9,1,0
3,3,missing_authentication,40,CodeScanner,2.62,9.86,6.41,9,0,0
1,1,insecure_api,23,CodeScanner,3.37,6.56,5.03,5,1,1
2,2,sql_injection,11,CodeScanner,2.54,4.21,6.52,7,0,0
2,2,xxe,2,CodeScanner,1.68,7.6,5.65,7,0,0
2,2,ssrf,42,CodeScanner,4.99,9.19,4.53,8,0,0
1,1,xss,48,CodeScanner,4.15,5.54,4.54,5,0,0
4,2,missing_authentication,40,CodeScanner,4.78,5.07,4.03,9,1,0
3,3,broken_access_control,83,CodeScanner,4.13,4.28,6.05,9,0,0
3,3,xss,48,CodeScanner,7.38,5.32,5.96,9,0,0
3,3,broken_access_control,83,CodeScanner,4.67,4.13,5.24,9,0,0
2,3,insecure_api,23,CodeScanner,8.63,9.04,4.49,9,0,1
2,3,sql_injection,11,CodeScanner,4.3,8.89,4.38,8,0,1
2,2,xxe,2,CodeScanner,3.78,5.43,5.45,7,0,0
4,3,sql_injection,11,CodeScanner,6.34,9.08,7.14,9,0,0
1,1,ssrf,42,CodeScanner,1.8,7.82,4.13,4,0,0
4,2,vulnerable_dependency,71,DependencyScanner,6.08,5.81,7.41,9,0,0
3,3,vulnerable_dependency,71,DependencyScanner,5.66,7.52,6.96,9,0,0
2,3,command_injection,24,CodeScanner,1.59,4.91,5.38,7,0,0
3,3,xxe,2,CodeScanner,8.15,5.91,4.88,9,0,0
1,2,command_injection,24,CodeScanner,1.1,5.36,6.98,5,1,0
2,3,path_traversal,63,CodeScanner,7.7,4.3,5.09,9,0,0
4,3,insecure_api,23,CodeScanner,8.21,6.13,5.76,9,0,1
2,3,ssrf,42,CodeScanner,2.77,5.9,5.03,7,0,0
3,2,weak_crypto,21,CodeScanner,7.33,9.15,4.28,9,0,0
2,2,security_misconfiguration,62,InfrastructureScanner,7.43,6.64,6.32,9,0,0
2,3,sql_injection,11,CodeScanner,4.06,4.4,5.28,8,0,0
2,2,insecure_api,23,CodeScanner,3.58,8.48,6.97,8,0,0
1,2,insecure_deserialization,14,CodeScanner,0.92,8.59,5.16,5,1,0
4,3,broken_access_control,83,CodeScanner,7.86,5.7,6.24,9,0,0
4,3,insecure_deserialization,14,CodeScanner,6.6,5.93,5.5,9,1,0
3,3,ssrf,42,CodeScanner,4.98,4.32,6.83,9,0,0
2,3,insecure_deserialization,14,CodeScanner,7.49,9.06,5.74,9,0,0
3,2,command_injection,24,CodeScanner,6.21,7.17,7.47,9,1,0
1,2,path_traversal,63,CodeScanner,2.49,6.62,5.58,5,0,0
3,3,sql_injection,11,CodeScanner,6.63,9.79,4.44,9,0,0
4,2,sql_injection,11,CodeScanner,7.33,8.67,5.52,9,0,0
1,3,security_misconfiguration,62,InfrastructureScanner,2.47,7.74,8.93,6,0,0
3,3,hardcoded_secret,47,CodeScanner,4.51,6.38,6.52,9,0,0
2,3,command_injection,24,CodeScanner,7.17,8.17,7.16,9,0,0
2,2,security_misconfiguration,62,InfrastructureScanner,2.92,8.38,6.26,8,0,0
1,1,ssrf,42,CodeScanner,0.59,4.32,4.28,3,0,0
2,2,security_misconfiguration,62,InfrastructureScanner,3.77,8.62,6.99,8,0,0
1,2,insecure_api,23,CodeScanner,1.78,8.56,7.35,5,0,0
4,3,insecure_deserialization,14,CodeScanner,5.29,7.6,4.71,9,0,0
2,3,xss,48,CodeScanner,5.06,4.24,4.69,8,0,1
2,2,broken_access_control,83,CodeScanner,3.23,6.59,5.86,7,0,0
4,3,csrf,96,CodeScanner,6.98,5.73,4.65,9,1,1
1,3,security_misconfiguration,62,InfrastructureScanner,6.27,8.56,7.65,7,0,0
1,2,vulnerable_dependency,71,DependencyScanner,1.42,7.11,6.95,5,0,0
4,2,xxe,2,CodeScanner,7.43,4.51,4.91,9,0,0
3,3,command_injection,24,CodeScanner,6.85,6.87,7.07,9,0,0
1,3,xss,48,CodeScanner,0.45,6.79,6.33,5,0,0
1,2,hardcoded_secret,47,CodeScanner,3.47,5.13,5.89,5,0,0
4,3,insecure_deserialization,14,CodeScanner,8.27,9.59,7.85,9,0,0
2,2,ssrf,42,CodeScanner,3.04,9.07,6.26,8,1,0
2,1,command_injection,24,CodeScanner,1.93,5.15,7.83,7,0,0
1,2,ssrf,42,CodeScanner,1.84,7.07,4.22,5,0,1
2,1,vulnerable_dependency,71,DependencyScanner,1.6,5.74,7.78,7,0,0
4,3,insecure_api,23,CodeScanner,7.35,4.86,5.33,9,0,0
3,3,sql_injection,11,CodeScanner,5.19,6.75,5.15,9,0,0
1,1,missing_authentication,40,CodeScanner,2.0,4.49,5.96,4,0,0
2,1,xxe,2,CodeScanner,0.51,4.05,6.23,6,0,0
3,2,ssrf,42,CodeScanner,5.86,9.58,6.38,9,0,0
3,3,ssrf,42,CodeScanner,8.35,4.2,6.37,9,0,0
2,3,weak_crypto,21,CodeScanner,7.28,4.94,4.81,9,0,0
3,2,csrf,96,CodeScanner,6.57,4.18,5.08,9,0,0
2,2,ssrf,42,CodeScanner,3.36,4.03,5.61,7,0,0
1,1,vulnerable_dependency,71,DependencyScanner,3.38,7.64,6.46,5,1,0
2,3,missing_authentication,40,CodeScanner,4.51,4.29,4.06,8,0,0
2,3,vulnerable_dependency,71,DependencyScanner,3.16,5.78,6.29,8,0,0
4,3,path_traversal,63,CodeScanner,7.02,5.81,7.31,9,0,0
2,2,path_traversal,63,CodeScanner,4.81,6.3,7.84,8,1,0
2,2,broken_access_control,83,CodeScanner,7.94,5.66,6.24,9,1,0
4,2,xxe,2,CodeScanner,1.9,8.5,6.38,9,0,1
4,3,xxe,2,CodeScanner,9.53,4.26,4.89,9,0,0
1,1,missing_authentication,40,CodeScanner,5.66,6.35,6.59,6,0,0
2,2,ssrf,42,CodeScanner,0.44,6.54,4.26,6,0,1
1,2,broken_access_control,83,CodeScanner,2.59,6.0,4.85,5,0,0
2,2,vulnerable_dependency,71,DependencyScanner,4.08,5.24,5.27,7,0,0
3,2,xxe,2,CodeScanner,5.6,6.79,6.83,9,1,0
3,3,sql_injection,11,CodeScanner,6.47,4.06,6.69,9,0,0
2,1,security_misconfiguration,62,InfrastructureScanner,2.25,8.54,7.47,7,1,1
4,3,insecure_deserialization,14,CodeScanner,6.71,4.93,6.64,9,0,0
4,2,weak_crypto,21,CodeScanner,7.91,5.07,5.29,9,0,1
4,3,command_injection,24,CodeScanner,7.49,6.52,5.66,9,1,0
2,2,insecure_api,23,CodeScanner,1.61,9.28,5.26,7,0,0
1,1,missing_authentication,40,CodeScanner,2.34,5.17,5.05,4,0,0
